female;female
F;female
Female (1 fov);female
1 ovigerous  female;female
fem;female
fe;female
hermaphrodite;hermaphrodite
male;male
m;male
mixed;mixed
f+m;mixed
1 male, 1 female;mixed
worker;female
unknown;[NULL]
unkown;[NULL]
