"TAG","DEL","HERBARIUM","CATEGORY","SPECID","BRAHMS","ACCESSION","BARCODE","OLDBARCODE","PHENOLOGY","COLLECTOR","PREFIX","NUMBER","SUFFIX","ADDCOLL","ADDCOLLALL","TYPE","TYPE_OF","TYPEURL","DAY","MONTH","YEAR","DATERES","FAMCLASS","ORDER","FAMILY","CF","TAXSTAT","SPECIES","DETSTATUS","DETBY","DAYIDENT","MONTHIDENT","YEARIDENT","DETDATE","DETHISTORY","DETNOTES","CURATENOTE","ORIGINSTAT","ORIGINID","CONTINENT","REGION","COUNTRY","MAJORAREA","MINORAREA","LOCPREFIX","GAZETTEER","LOCNOTES","HABITATTXT","NOTE","CULTNOTES","LATITUDE","NS","LONGITUDE","EW","LLUNIT","LLRES","LLORIG","LATLONG","LATDEC","LONGDEC","DEGSQ","MINELEV","MAXELEV","ALTRES","ALTTEXT","ALTRANGE","GEODATA","PLANTDESC","NOTES","VERNACULAR","LANGUAGE","GENUS","SP1","AUTHOR1","RANK1","SP2","AUTHOR2","RANK2","SP3","AUTHOR3","UNIQUE","HSACCODE","GAZCODE","HBCODE","HSTYPE","SPTYPE","SPNUMBER","SPCODETYPE","CSCODE","ALTCS","ADDCSCODE","DETBYCODE","CONUMBER","CCID","ENTRYDATE","WHO","NOTONLINE","DATELASTM","IMAGELIST"
"*","","L","Herbarium sheet","6007568.000000","4506727.000000","","L.3959292","","","Prins, D","","1695","","","","","","","     12.000000","      8.000000","   2010.000000","","Magnoliopsidae","Poales","Gramineae","","acc","Hordeum jubatum L.","","Holverda, WJ; Prins, D","      0.000000","      0.000000","      0.000000","","","","","","","Europe","Middle Europe","Netherlands","Gelderland","","","Heteren","Schoutenwaard-Heteren (-Randwijk).","In 'nieuwe natuur'. De uiterwaard na herinrichting (en inzaai [?] roeigras deels of 'vrije ontwikkeling'.","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","  -9999.000000","      0.000000","","","","","","In 'nieuwe natuur'. De uiterwaard na herinrichting (en inzaai [?] roeigras deels of 'vrije ontwikkeling'.","","","Hordeum","jubatum","L.","","","","","","","      0.000000","      0.000000","  29801.000000","   8339.000000","      0.000000","      0.000000","   2807.000000","      0.000000","      0.000000","      0.000000","      0.000000","5457258.000000","      0.000000","      1.000000","28/09/2017","Bijmo","","12/10/2017",""
"*","","L","Herbarium sheet","6007569.000000","4506728.000000","","L.3959291","","","Weeda, EJ","","s.n.","","","","","","","     28.000000","      8.000000","   2012.000000","","Magnoliopsidae","Poales","Gramineae","","acc","Hordeum jubatum L.","","","      0.000000","      0.000000","      0.000000","","","","","","","Europe","Middle Europe","Netherlands","Overijssel","","","Beckum","Beckum, Hagmolenbeek bij [?].","Overstromingsvlakte. Enige verspreide pollen.","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","  -9999.000000","      0.000000","","","","","","Overstromingsvlakte. Enige verspreide pollen.","","","Hordeum","jubatum","L.","","","","","","","      0.000000","      0.000000","  79133.000000","   8339.000000","      0.000000","      0.000000","   2807.000000","      0.000000","      0.000000","      0.000000","      0.000000","5457259.000000","      0.000000","      1.000000","28/09/2017","Bijmo","","12/10/2017",""
"*","","L","Herbarium sheet","6007570.000000","4506729.000000","","L.3959290","","","Wiel, P van der","","s.n.","","","","","","","     13.000000","      6.000000","   2012.000000","","Magnoliopsidae","Poales","Gramineae","","acc","Helictotrichon pubescens (Huds.) Schult. & Schult.f.","","","      0.000000","      0.000000","      0.000000","","","","","","","Europe","Middle Europe","Netherlands","Noord-Brabant","","","Kop van der Ouden Wiel","Kop van de Oude Wiel, Staatsbosbeheer.","","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","  -9999.000000","      0.000000","","","","","","","","","Helictotrichon","pubescens","(Huds.) Schult. & Schult.f.","","","","","","","      0.000000","      0.000000","  29805.000000","   8339.000000","      0.000000","      0.000000"," 209762.000000","      0.000000","      0.000000","      0.000000","      0.000000","5457260.000000","      0.000000","      1.000000","28/09/2017","Bijmo","","12/10/2017",""
"*","","L","Herbarium sheet","6007571.000000","4506730.000000","","L.3959289","","","Weeda, EJ","","s.n.","","","","","","","     30.000000","      7.000000","   2009.000000","","Magnoliopsidae","Poales","Gramineae","","acc","Glyceria notata Chevall.","","","      0.000000","      0.000000","      0.000000","","","","","","","Europe","Middle Europe","Netherlands","Limburg","","","Kerkrade","Kerkrade (Chèvremont), hangveen Boermans.","Hangveen, poel in weiland.","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","  -9999.000000","      0.000000","","","","","","Hangveen, poel in weiland.","","","Glyceria","notata","Chevall.","","","","","","","      0.000000","      0.000000","  35406.000000","   8339.000000","      0.000000","      0.000000","   2588.000000","      0.000000","      0.000000","      0.000000","      0.000000","5457261.000000","      0.000000","      1.000000","28/09/2017","Bijmo","","12/10/2017",""
"*","","L","Herbarium sheet","6007572.000000","4506731.000000","","L.3959288","","","Weeda, EJ","","s.n.","","","","","","","     25.000000","      6.000000","   2012.000000","","Magnoliopsidae","Poales","Gramineae","","acc","Glyceria notata Chevall.","","","      0.000000","      0.000000","      0.000000","","","","","","","Europe","Middle Europe","Netherlands","Zuid-Holland","","","Delft","Delft, Bieslandse Bovenpolder.","Slootkant langs weiland.","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","  -9999.000000","      0.000000","","","","","","Slootkant langs weiland.","","","Glyceria","notata","Chevall.","","","","","","","      0.000000","      0.000000","  32634.000000","   8339.000000","      0.000000","      0.000000","   2588.000000","      0.000000","      0.000000","      0.000000","      0.000000","5457262.000000","      0.000000","      1.000000","28/09/2017","Bijmo","","12/10/2017",""
"*","","L","Herbarium sheet","6007573.000000","4506732.000000","","L.3959287","","","Weeda, EJ; Wiel, P van der","","s.n.","","Wiel, P van der","","","","","      2.000000","      6.000000","   2007.000000","","Magnoliopsidae","Poales","Gramineae","","acc","Glyceria declinata Bréb.","","Weeda, EJ; Wiel, P van der","      0.000000","      0.000000","      0.000000","","","","","","","Europe","Middle Europe","Netherlands","Noord-Brabant","","","","noordelijke Duintjes, Brabants Landschap.","Natte laagte.","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","  -9999.000000","      0.000000","","","","","","Natte laagte.","","","Glyceria","declinata","Bréb.","","","","","","","      0.000000","      0.000000","   1510.000000","   8339.000000","      0.000000","      0.000000","  11377.000000","      0.000000","      0.000000","      0.000000","      0.000000","5457263.000000","      0.000000","      1.000000","28/09/2017","Bijmo","","12/10/2017",""
"*","","L","Herbarium sheet","6007574.000000","4506733.000000","","L.3959286","","","Wiel, P van der","","s.n.","","","","","","","      1.000000","      6.000000","   2010.000000","","Magnoliopsidae","Poales","Gramineae","","acc","Glyceria declinata Bréb.","","Holverda, WJ; Wiel, P van der","      0.000000","      0.000000","      0.000000","","","","","","","Europe","Middle Europe","Netherlands","Noord-Brabant","","","Moerdijk","Kleine Ton (Tonnekreek). Natuurterrein Staatsbosbeheer bij Zwingelspaan.","Nat stuk langs oever.","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","  -9999.000000","      0.000000","","","","","","Nat stuk langs oever.","","","Glyceria","declinata","Bréb.","","","","","","","      0.000000","      0.000000","  37943.000000","   8339.000000","      0.000000","      0.000000","  11377.000000","      0.000000","      0.000000","      0.000000","      0.000000","5457264.000000","      0.000000","      1.000000","28/09/2017","Bijmo","","12/10/2017",""
"*","","L","Herbarium sheet","6007575.000000","4506734.000000","","L.3959285","","","Weeda, EJ","","s.n.","","","","","","","     29.000000","      6.000000","   2012.000000","","Magnoliopsidae","Poales","Gramineae","","acc","Glyceria declinata Bréb.","","","      0.000000","      0.000000","      0.000000","","","","","","","Europe","Middle Europe","Netherlands","Overijssel","","","Oele","Oele, Erve de Bunte.","Natte laagte in paardenweide.","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","  -9999.000000","      0.000000","","","","","","Natte laagte in paardenweide.","","","Glyceria","declinata","Bréb.","","","","","","","      0.000000","      0.000000"," 107796.000000","   8339.000000","      0.000000","      0.000000","  11377.000000","      0.000000","      0.000000","      0.000000","      0.000000","5457265.000000","      0.000000","      1.000000","28/09/2017","Bijmo","","12/10/2017",""
"*","","L","Herbarium sheet","6007576.000000","4506735.000000","","L.3959284","","","Verburg, J","","s.n.","","","","","","","      2.000000","      9.000000","   2012.000000","","Magnoliopsidae","Poales","Gramineae","","acc","Digitaria sanguinalis (L.) Scop.","","Holverda, WJ","     31.000000","     10.000000","   2012.000000","","","","","","","Europe","Middle Europe","Netherlands","Drenthe","","","Nieuw Weerdinge","Nieuw Weerdinge.","","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","  -9999.000000","      0.000000","","","","","","","","","Digitaria","sanguinalis","(L.) Scop.","","","","","","","      0.000000","      0.000000","  98055.000000","   8339.000000","      0.000000","      0.000000","   1937.000000","      0.000000","      0.000000","      0.000000","      0.000000","5457266.000000","      0.000000","      1.000000","28/09/2017","Bijmo","","12/10/2017",""
"*","","L","Herbarium sheet","6007577.000000","4506736.000000","","L.3959283","","","Dijkhuis, JE","","s.n.","","","","","","","     23.000000","      7.000000","   2011.000000","","Magnoliopsidae","Poales","Gramineae","","acc","Digitaria sanguinalis (L.) Scop.","","Holverda, WJ; Dijkhuis, JE","      0.000000","      0.000000","      0.000000","","","","","","","Europe","Middle Europe","Netherlands","Drenthe","","","Emmen","Emmen. Vlakbij NS-station.","Langs stoeprand.","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","  -9999.000000","      0.000000","","","","","","Langs stoeprand.","","","Digitaria","sanguinalis","(L.) Scop.","","","","","","","      0.000000","      0.000000","  29667.000000","   8339.000000","      0.000000","      0.000000","   1937.000000","      0.000000","      0.000000","      0.000000","      0.000000","5457267.000000","      0.000000","      1.000000","28/09/2017","Bijmo","","12/10/2017",""
"*","","L","Herbarium sheet","6007578.000000","4506737.000000","","L.3959282","","","Egelmeers, J","","s.n.","","","","","","","      8.000000","      6.000000","   2004.000000","","Magnoliopsidae","Poales","Gramineae","","acc","Cynosurus echinatus L.","","Holverda, WJ; Egelmeers, J","      0.000000","      0.000000","      0.000000","","","","","","","Europe","Middle Europe","Netherlands","Limburg","","","Berg en Terblijt","Berg en Terblijt.","Spontaan in eigen tuin.","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","  -9999.000000","      0.000000","","","","","","Spontaan in eigen tuin.","","","Cynosurus","echinatus","L.","","","","","","","      0.000000","      0.000000","  77051.000000","   8339.000000","      0.000000","      0.000000","   1722.000000","      0.000000","      0.000000","      0.000000","      0.000000","5457268.000000","      0.000000","      1.000000","28/09/2017","Bijmo","","12/10/2017",""
"*","","L","Herbarium sheet","6007581.000000","4506739.000000","","L.3964769","","","Reijerse, F","","7105","","","","","","","     22.000000","      6.000000","   2007.000000","","Magnoliopsidae","Lamiales","Labiatae","","","Agastache rugosa (Fisch. & C.A.Mey.) Kuntze","CF","","      0.000000","      0.000000","      0.000000","","","","","","","Europe","Middle Europe","Netherlands","Overijssel","","","Buurse","Harmole.","Wegberm.","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","  -9999.000000","      0.000000","","","","","","Wegberm.","","","Agastache","rugosa","(Fisch. & C.A.Mey.) Kuntze","","","","","","","      0.000000","      0.000000","  80676.000000","   8339.000000","      0.000000","      0.000000","  20988.000000","      0.000000","      0.000000","      0.000000","      0.000000","5457280.000000","      0.000000","      1.000000","29/09/2017","Susan","","12/10/2017",""
"*","","L","Herbarium sheet","6007582.000000","4506740.000000","","L.3964770","","","Mey, P de; Mey, D de","","s.n.","","Mey, D de","","","","","      4.000000","      8.000000","   2007.000000","","Magnoliopsidae","Lamiales","Labiatae","","","Clinopodium calamintha (L.) Stace","","Holverda, WJ; Mey, P de; Mey, D de","      0.000000","      0.000000","      0.000000","","","","","","","Europe","Middle Europe","Netherlands","Gelderland","","","Nijmegen","Nijmegen. Valkhofruïne.","Horizontale deel vd. muur. 1 ex. Exp. NW. beschaduwd.","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","  -9999.000000","      0.000000","","","","","","Horizontale deel vd. muur. 1 ex. Exp. NW. beschaduwd.","","","Clinopodium","calamintha","(L.) Stace","","","","","","","      0.000000","      0.000000","  11905.000000","   8339.000000","      0.000000","      0.000000","  39283.000000","      0.000000","      0.000000","      0.000000","      0.000000","5457281.000000","      0.000000","      1.000000","29/09/2017","Susan","","12/10/2017",""
"*","","L","Herbarium sheet","6007583.000000","4506741.000000","","L.3964771","","","Vuik, W","","s.n.","","","","","","","      0.000000","      0.000000","   1998.000000","","Magnoliopsidae","Lamiales","Labiatae","","","Dracocephalum parviflorum Nutt.","","Holverda, WJ","      0.000000","      0.000000","      0.000000","","","","","","","Europe","Middle Europe","Netherlands","Utrecht","","","Utrecht","Utrecht, aan de Max Euwestraat.","Braakliggend terrein. 1 plant.","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","  -9999.000000","      0.000000","","","","","In totaal 7 bloeistengels.","In totaal 7 bloeistengels.; Braakliggend terrein. 1 plant.","","","Dracocephalum","parviflorum","Nutt.","","","","","","","      0.000000","      0.000000","  11903.000000","   8339.000000","      0.000000","      0.000000"," 302684.000000","      0.000000","      0.000000","      0.000000","      0.000000","5457282.000000","      0.000000","      1.000000","29/09/2017","Susan","","12/10/2017",""
"*","","L","Herbarium sheet","6007584.000000","4506742.000000","","L.3964772","","","Slim, PA","","s.n.","","","","","","","     20.000000","      7.000000","   2008.000000","","Magnoliopsidae","Lamiales","Labiatae","","acc","Galeopsis segetum Neck.","","Slim, PA","      0.000000","      0.000000","      0.000000","","","","","","","Europe","Middle Europe","Netherlands","Noord-Brabant","","","Cuijk","Treinstation Cuijk.","Tussen rails. Overigens kaal basaltbed met Senec inaequidens.","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","  -9999.000000","      0.000000","","","","","","Tussen rails. Overigens kaal basaltbed met Senec inaequidens.","","","Galeopsis","segetum","Neck.","","","","","","","      0.000000","      0.000000"," 107938.000000","   8339.000000","      0.000000","      0.000000","   2473.000000","      0.000000","      0.000000","      0.000000","      0.000000","5457283.000000","      0.000000","      1.000000","29/09/2017","Susan","","12/10/2017",""
"*","","L","Herbarium sheet","6007585.000000","4506743.000000","","L.3964773","","","Verrijdt, ALAI","","s.n.","","","","","","","      2.000000","      9.000000","   2011.000000","","Magnoliopsidae","Lamiales","Labiatae","","acc","Galeopsis speciosa Mill.","","Holverda, WJ; Verrijdt, ALAI","      0.000000","      0.000000","      0.000000","","","","","","","Europe","Middle Europe","Netherlands","Noord-Brabant","","","Overloon","Overloon.","12 ex (10m2).","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","  -9999.000000","      0.000000","","","","","Late vorm met afwijkende paarse tekening en kleine bloemen, ook minder ruw behaard.","Late vorm met afwijkende paarse tekening en kleine bloemen, ook minder ruw behaard.; 12 ex (10m2).","","","Galeopsis","speciosa","Mill.","","","","","","","      0.000000","      0.000000","  37072.000000","   8339.000000","      0.000000","      0.000000","   2474.000000","      0.000000","      0.000000","      0.000000","      0.000000","5457284.000000","      0.000000","      1.000000","29/09/2017","Susan","","12/10/2017",""
"*","","L","Extra sheet","6007586.000000","4506743.000000","","L.3964774","","","Verrijdt, ALAI","","s.n.","","","","","","","      2.000000","      9.000000","   2011.000000","","Magnoliopsidae","Lamiales","Labiatae","","acc","Galeopsis speciosa Mill.","","Holverda, WJ; Verrijdt, ALAI","      0.000000","      0.000000","      0.000000","","","","","","","Europe","Middle Europe","Netherlands","Noord-Brabant","","","Overloon","Overloon.","12 ex (10m2).","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","  -9999.000000","      0.000000","","","","","Late vorm met afwijkende paarse tekening en kleine bloemen, ook minder ruw behaard.","Late vorm met afwijkende paarse tekening en kleine bloemen, ook minder ruw behaard.; 12 ex (10m2).","","","Galeopsis","speciosa","Mill.","","","","","","","      0.000000","      0.000000","  37072.000000","   8339.000000","      0.000000","      0.000000","   2474.000000","      0.000000","      0.000000","      0.000000","      0.000000","5457284.000000","      0.000000","      2.000000","29/09/2017","Susan","","12/10/2017",""
"*","","L","Herbarium sheet","6007587.000000","4506744.000000","","L.3964775","","","Verrijdt, ALAI","","s.n.","","","","","","","      0.000000","      7.000000","   2011.000000","","Magnoliopsidae","Lamiales","Labiatae","","acc","Galeopsis speciosa Mill.","","Holverda, WJ; Verrijdt, ALAI","      0.000000","      0.000000","      0.000000","","","","","","","Europe","Middle Europe","Netherlands","Noord-Brabant","","","Overloon","Overloon.","","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","  -9999.000000","      0.000000","","","","","Kroon vers 24mm, kelk 6-7mm, middenslip niet egaal paars, de twee zijslippens eveneens (gemarmerd) paars; kroon lichtgeel.","Kroon vers 24mm, kelk 6-7mm, middenslip niet egaal paars, de twee zijslippens eveneens (gemarmerd) paars; kroon lichtgeel.","","","Galeopsis","speciosa","Mill.","","","","","","","      0.000000","      0.000000","  37072.000000","   8339.000000","      0.000000","      0.000000","   2474.000000","      0.000000","      0.000000","      0.000000","      0.000000","5457285.000000","      0.000000","      1.000000","29/09/2017","Susan","","12/10/2017",""
"*","","L","Extra sheet","6007588.000000","4506744.000000","","L.3964776","","","Verrijdt, ALAI","","s.n.","","","","","","","      0.000000","      7.000000","   2011.000000","","Magnoliopsidae","Lamiales","Labiatae","","acc","Galeopsis speciosa Mill.","","Holverda, WJ; Verrijdt, ALAI","      0.000000","      0.000000","      0.000000","","","","","","","Europe","Middle Europe","Netherlands","Noord-Brabant","","","Overloon","Overloon.","","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","  -9999.000000","      0.000000","","","","","Kroon vers 24mm, kelk 6-7mm, middenslip niet egaal paars, de twee zijslippens eveneens (gemarmerd) paars; kroon lichtgeel.","Kroon vers 24mm, kelk 6-7mm, middenslip niet egaal paars, de twee zijslippens eveneens (gemarmerd) paars; kroon lichtgeel.","","","Galeopsis","speciosa","Mill.","","","","","","","      0.000000","      0.000000","  37072.000000","   8339.000000","      0.000000","      0.000000","   2474.000000","      0.000000","      0.000000","      0.000000","      0.000000","5457285.000000","      0.000000","      2.000000","29/09/2017","Susan","","12/10/2017",""
"*","","L","Herbarium sheet","6007589.000000","4506745.000000","","L.3964777","","","Mey, P de; Mey, D de","","s.n.","","Mey, D de","","","","","     31.000000","      7.000000","   2007.000000","","Magnoliopsidae","Lamiales","Labiatae","","","Hyssopus officinalis L.","","Holverda, WJ; Mey, P de; Mey, D de","      0.000000","      0.000000","      0.000000","","","","","","","Europe","Middle Europe","Netherlands","Zuid-Holland","Voorne","","Oostvoorne","Oostvoorne. Boulevard. Langs het Brielsche Gat.","Tusschen basaltstenen v.d. glooiing.","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","  -9999.000000","      0.000000","","","","","","Vreemde plaats!; Tusschen basaltstenen v.d. glooiing.","","","Hyssopus","officinalis","L.","","","","","","","      0.000000","      0.000000","  11945.000000","   8339.000000","      0.000000","      0.000000","   2897.000000","      0.000000","      0.000000","      0.000000","      0.000000","5457286.000000","      0.000000","      1.000000","29/09/2017","Susan","","12/10/2017",""
"*","","L","Herbarium sheet","6007590.000000","4506746.000000","","L.3964778","","","Wiel, P van der","","s.n.","","","","","","","     14.000000","      4.000000","   2011.000000","","Magnoliopsidae","Lamiales","Labiatae","","syn","Lamiastrum galeobdolon (L.) Ehrend. & Polatschek","","Weeda, EJ; Wiel, P van der","      0.000000","      0.000000","      0.000000","","","","","","","Europe","Middle Europe","Netherlands","Noord-Brabant","","","Roosendaal","Roosendaal, Spuitendonks bosje (Staatsbosbeheer).","","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","  -9999.000000","      0.000000","","","","","","De enige groeiplaats van deze soort in West-Brabant.","","","Lamiastrum","galeobdolon","(L.) Ehrend. & Polatschek","","","","","","","      0.000000","      0.000000","  23900.000000","   8339.000000","      0.000000","      0.000000"," 113188.000000","      0.000000","      0.000000","      0.000000","      0.000000","5457287.000000","      0.000000","      1.000000","29/09/2017","Susan","","12/10/2017",""
"*","","L","Herbarium sheet","6007591.000000","4506747.000000","","L.3964779","","","Reijerse, F","","s.n.","","","","","","","      1.000000","      4.000000","   2003.000000","","Magnoliopsidae","Lamiales","Labiatae","","acc","Lamium amplexicaule L.","","Reijerse, F","      0.000000","      0.000000","      0.000000","","","","","","","Europe","Middle Europe","Netherlands","Noord-Brabant","","","Gassel","Gassel.","Wegberm.","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","  -9999.000000","      0.000000","","","","","","Wegberm.","","","Lamium","amplexicaule","L.","","","","","","","      0.000000","      0.000000","  53885.000000","   8339.000000","      0.000000","      0.000000","   3107.000000","      0.000000","      0.000000","      0.000000","      0.000000","5457288.000000","      0.000000","      1.000000","29/09/2017","Susan","","12/10/2017",""
"*","","L","Herbarium sheet","6007592.000000","4506748.000000","","L.3964780","","","Reijerse, F","","s.n.","","","","","","","     13.000000","      4.000000","   2003.000000","","Magnoliopsidae","Lamiales","Labiatae","","acc","Lamium confertum Fr.","","Reijerse, F","      0.000000","      0.000000","      0.000000","","","","","","","Europe","Middle Europe","Netherlands","Noord-Brabant","","","Sint Anthonis","Stevensbeek.","Wegberm.","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","  -9999.000000","      0.000000","","","","","","Wegberm.","","","Lamium","confertum","Fr.","","","","","","","      0.000000","      0.000000"," 107812.000000","   8339.000000","      0.000000","      0.000000","   3108.000000","      0.000000","      0.000000","      0.000000","      0.000000","5457289.000000","      0.000000","      1.000000","29/09/2017","Susan","","12/10/2017",""
"*","","L","Herbarium sheet","6007593.000000","4506749.000000","","L.3964781","","","Reijerse, F","","s.n.","","","","","","","     13.000000","      4.000000","   2003.000000","","Magnoliopsidae","Lamiales","Labiatae","","acc","Lamium confertum Fr.","","Reijerse, F","      0.000000","      0.000000","      0.000000","","","","","","","Europe","Middle Europe","Netherlands","Noord-Brabant","","","Sint Anthonis","Stichting.","Wegberm.","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","  -9999.000000","      0.000000","","","","","","Wegberm.","","","Lamium","confertum","Fr.","","","","","","","      0.000000","      0.000000"," 107812.000000","   8339.000000","      0.000000","      0.000000","   3108.000000","      0.000000","      0.000000","      0.000000","      0.000000","5457290.000000","      0.000000","      1.000000","29/09/2017","Susan","","12/10/2017",""
"*","","L","Herbarium sheet","6007594.000000","4506750.000000","","L.3964782","","","Reijerse, F","","s.n.","","","","","","","     28.000000","      3.000000","   2003.000000","","Magnoliopsidae","Lamiales","Labiatae","","acc","Lamium confertum Fr.","","Reijerse, F","      0.000000","      0.000000","      0.000000","","","","","","","Europe","Middle Europe","Netherlands","Noord-Brabant","","","Sint Anthonis","Stevensbeek.","Wegberm.","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","  -9999.000000","      0.000000","","","","","","Wegberm.","","","Lamium","confertum","Fr.","","","","","","","      0.000000","      0.000000"," 107812.000000","   8339.000000","      0.000000","      0.000000","   3108.000000","      0.000000","      0.000000","      0.000000","      0.000000","5457291.000000","      0.000000","      1.000000","29/09/2017","Susan","","12/10/2017",""
"*","","L","Herbarium sheet","6007595.000000","4506751.000000","","L.3964783","","","Haveman, R","06-","2205","-01","","","","","","     22.000000","      5.000000","   2006.000000","","Magnoliopsidae","Lamiales","Labiatae","","acc","Lamium confertum Fr.","","Holverda, WJ","      0.000000","      0.000000","      0.000000","","","","","","","Europe","Middle Europe","Netherlands","Noord-Brabant","","","Vliegbasis Eindhoven","Vliegbasis Eindhoven.","Onkruidbegroeiing in jonge bosaanplant m.o.a. Chenop. atbum, Lam. purpureum & Papaver rhoeas.","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","  -9999.000000","      0.000000","","","","","","Onkruidbegroeiing in jonge bosaanplant m.o.a. Chenop. atbum, Lam. purpureum & Papaver rhoeas.","","","Lamium","confertum","Fr.","","","","","","","      0.000000","      0.000000"," 107954.000000","   8339.000000","      0.000000","      0.000000","   3108.000000","      0.000000","      0.000000","      0.000000","      0.000000","5457292.000000","      0.000000","      1.000000","29/09/2017","Susan","","12/10/2017",""
"*","","L","Herbarium sheet","6007596.000000","4506752.000000","","L.3964784","","","Reijerse, F","","7106","","","","","","","     27.000000","      3.000000","   2007.000000","","Magnoliopsidae","Lamiales","Labiatae","","acc","Lamium confertum Fr.","","Reijerse, F","      0.000000","      0.000000","      0.000000","","","","","","","Europe","Middle Europe","Netherlands","Noord-Brabant","","","Sint Anthonis","Stichting bij Landhorst.","Wegberm schraal.","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","  -9999.000000","      0.000000","","","","","","Hier al jaren.; Wegberm schraal.","","","Lamium","confertum","Fr.","","","","","","","      0.000000","      0.000000"," 107812.000000","   8339.000000","      0.000000","      0.000000","   3108.000000","      0.000000","      0.000000","      0.000000","      0.000000","5457293.000000","      0.000000","      1.000000","29/09/2017","Susan","","12/10/2017",""
"*","","L","Herbarium sheet","6007597.000000","4506753.000000","","L.3964785","","","Reijerse, F","","s.n.","","","","","","","      1.000000","      4.000000","   2003.000000","","Magnoliopsidae","Lamiales","Labiatae","","syn","Lamium hybridum Vill.","","Reijerse, F","      0.000000","      0.000000","      0.000000","","","","","","","Europe","Middle Europe","Netherlands","Noord-Brabant","","","Gassel","Gassel.","Wegberm.","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","  -9999.000000","      0.000000","","","","","","Wegberm.","","","Lamium","hybridum","Vill.","","","","","","","      0.000000","      0.000000","  53885.000000","   8339.000000","      0.000000","      0.000000","  34235.000000","      0.000000","      0.000000","      0.000000","      0.000000","5457294.000000","      0.000000","      1.000000","29/09/2017","Susan","","12/10/2017",""
"*","","L","Herbarium sheet","6007598.000000","4506754.000000","","L.3964786","","","Reijerse, F","","s.n.","","","","","","","     28.000000","      3.000000","   2003.000000","","Magnoliopsidae","Lamiales","Labiatae","","syn","Lamium hybridum Vill.","","Reijerse, F","      0.000000","      0.000000","      0.000000","","","","","","","Europe","Middle Europe","Netherlands","Noord-Brabant","","","Sint Anthonis","Landhorst.","Wegberm.","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","  -9999.000000","      0.000000","","","","","","Wegberm.","","","Lamium","hybridum","Vill.","","","","","","","      0.000000","      0.000000"," 107812.000000","   8339.000000","      0.000000","      0.000000","  34235.000000","      0.000000","      0.000000","      0.000000","      0.000000","5457295.000000","      0.000000","      1.000000","29/09/2017","Susan","","12/10/2017",""
"*","","L","Herbarium sheet","6007599.000000","4506755.000000","","L.3964787","","","Prins, D","","703","","","","","","","     17.000000","      4.000000","   2008.000000","","Magnoliopsidae","Lamiales","Labiatae","","syn","Lamium hybridum Vill.","","Holverda, WJ; Prins, D","      0.000000","      0.000000","      0.000000","","","","","","","Europe","Middle Europe","Netherlands","Noord-Brabant","","","Lith","Lith, rand industrieterrein.","Steile bermrand diepe sloot.","","","      0.000000","","      0.000000","","","","","","      0.000000","      0.000000","","  -9999.000000","      0.000000","","","","","","Nieuw hok.; Steile bermrand diepe sloot.","","","Lamium","hybridum","Vill.","","","","","","","      0.000000","      0.000000","  60298.000000","   8339.000000","      0.000000","      0.000000","  34235.000000","      0.000000","      0.000000","      0.000000","      0.000000","5457296.000000","      0.000000","      1.000000","29/09/2017","Susan","","12/10/2017",""
