"TAG","DEL","HERBARIUM","CATEGORY","SPECID","BRAHMS","ACCESSION","BARCODE","OLDBARCODE","PHENOLOGY","COLLECTOR","PREFIX","NUMBER","SUFFIX","ADDCOLL","ADDCOLLALL","TYPE","TYPE_OF","TYPEURL","DAY","MONTH","YEAR","DATERES","FAMCLASS","ORDER","FAMILY","CF","TAXSTAT","SPECIES","DETSTATUS","DETBY","DAYIDENT","MONTHIDENT","YEARIDENT","DETDATE","DETHISTORY","DETNOTES","CURATENOTE","ORIGINSTAT","ORIGINID","CONTINENT","REGION","COUNTRY","MAJORAREA","MINORAREA","LOCPREFIX","GAZETTEER","LOCNOTES","HABITATTXT","NOTE","CULTNOTES","LATITUDE","NS","LONGITUDE","EW","LLUNIT","LLRES","LLORIG","LATLONG","LATDEC","LONGDEC","DEGSQ","MINELEV","MAXELEV","ALTRES","ALTTEXT","ALTRANGE","GEODATA","PLANTDESC","NOTES","VERNACULAR","LANGUAGE","GENUS","SP1","AUTHOR1","RANK1","SP2","AUTHOR2","RANK2","SP3","AUTHOR3","UNIQUE","HSACCODE","GAZCODE","HBCODE","HSTYPE","SPTYPE","SPNUMBER","SPCODETYPE","CSCODE","ALTCS","ADDCSCODE","DETBYCODE","CONUMBER","CCID","ENTRYDATE","WHO","NOTONLINE","DATELASTM","IMAGELIST"
"*","","L","Herbarium sheet","6000282.000000","4503360.000000","","L.3968341","","","Merello, MC; Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loh","","3586","","Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loha, D","","","","","     14.000000","     12.000000","   2012.000000","","Magnoliopsidae","Gentianales","Rubiaceae","","","Neonauclea endertii Ridsdale","","Ridsdale, CE","      0.000000","      0.000000","   2014.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Moluccas","Maluku Utara","","Doromesmesan","Central Halmahera. Weda Bay. Doromesmesan. Forest patches along main road.","Somewhat disturbed forest on slope among limestone outcrops.","","","      0.489750","N","    127.909944","E","DD","7","","","      0.000000","      0.000000","","     47.000000","      0.000000","","","","","Tree 10 m, 10 cm DBH, smooth grey bark, fruit brown.","Tree 10 m, 10 cm DBH, smooth grey bark, fruit brown.; Somewhat disturbed forest on slope among limestone outcrops.","","","Neonauclea","endertii","Ridsdale","","","","","","","      0.000000","      0.000000"," 109435.000000","   8339.000000","      0.000000","      0.000000","  65405.000000","      0.000000","      0.000000","      0.000000","      0.000000","5452321.000000","      0.000000","      1.000000","17/08/2017","Wieri","","12/10/2017",""
"*","","L","Herbarium sheet","6000285.000000","4503361.000000","","L.3968069","","","Merello, MC; Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loh","","3587","","Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loha, D","","","","","     14.000000","     12.000000","   2012.000000","","Magnoliopsidae","Laurales","Lauraceae","","acc","Cinnamomum  Schaeff.","","Balgooy, MMJ van","      0.000000","      0.000000","   2014.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Moluccas","Maluku Utara","","Doromesmesan","Central Halmahera. Weda Bay. Doromesmesan. Forest patches along main road.","Somewhat disturbed forest on slope among limestone outcrops.","","","      0.489750","N","    127.909944","E","DD","7","","","      0.000000","      0.000000","","     47.000000","      0.000000","","","","","Tree 12 m, stems yellow-green, smooth, calyx and corolla yellow-brown.","Tree 12 m, stems yellow-green, smooth, calyx and corolla yellow-brown.; Somewhat disturbed forest on slope among limestone outcrops.","","","Cinnamomum","","Schaeff.","","","","","","","      0.000000","      0.000000"," 109435.000000","   8339.000000","      0.000000","      0.000000","   7254.000000","      0.000000","      0.000000","      0.000000","      0.000000","5452322.000000","      0.000000","      1.000000","17/08/2017","Wieri","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3968069/format/large"
"*","","L","Extra sheet","6000286.000000","4503361.000000","","L.3968070","","","Merello, MC; Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loh","","3587","","Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loha, D","","","","","     14.000000","     12.000000","   2012.000000","","Magnoliopsidae","Laurales","Lauraceae","","acc","Cinnamomum  Schaeff.","","Balgooy, MMJ van","      0.000000","      0.000000","   2014.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Moluccas","Maluku Utara","","Doromesmesan","Central Halmahera. Weda Bay. Doromesmesan. Forest patches along main road.","Somewhat disturbed forest on slope among limestone outcrops.","","","      0.489750","N","    127.909944","E","DD","7","","","      0.000000","      0.000000","","     47.000000","      0.000000","","","","","Tree 12 m, stems yellow-green, smooth, calyx and corolla yellow-brown.","Tree 12 m, stems yellow-green, smooth, calyx and corolla yellow-brown.; Somewhat disturbed forest on slope among limestone outcrops.","","","Cinnamomum","","Schaeff.","","","","","","","      0.000000","      0.000000"," 109435.000000","   8339.000000","      0.000000","      0.000000","   7254.000000","      0.000000","      0.000000","      0.000000","      0.000000","5452322.000000","      0.000000","      2.000000","17/08/2017","Wieri","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3968070/format/large"
"*","","L","Herbarium sheet","6000289.000000","4503362.000000","","L.3968952","","","Merello, MC; Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loh","","3588","","Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loha, D","","","","","     14.000000","     12.000000","   2012.000000","","Magnoliopsidae","Piperales","Piperaceae","","acc","Piper  L.","","","      0.000000","      0.000000","      0.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Moluccas","Maluku Utara","","Doromesmesan","Central Halmahera. Weda Bay. Doromesmesan. Forest patches along main road.","Somewhat disturbed forest on slope among limestone outcrops.","","","      0.489750","N","    127.909944","E","DD","7","","","      0.000000","      0.000000","","     47.000000","      0.000000","","","","","Climber on tree trunk, inflorescence yellow-green, individual flowers white.","Climber on tree trunk, inflorescence yellow-green, individual flowers white.; Somewhat disturbed forest on slope among limestone outcrops.","","","Piper","","L.","","","","","","","      0.000000","      0.000000"," 109435.000000","   8339.000000","      0.000000","      0.000000","   4371.000000","      0.000000","      0.000000","      0.000000","      0.000000","5452323.000000","      0.000000","      1.000000","17/08/2017","Wieri","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3968952/format/large"
"*","","L","Herbarium sheet","6000292.000000","4503363.000000","","","","","Merello, MC; Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loh","","3589","","Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loha, D","","","","","     14.000000","     12.000000","   2012.000000","","Magnoliopsidae","Ericales","Ebenaceae","","acc","Diospyros ferrea (Willd.) Bakh.","","Rachman, IA; Sahroni, D","      0.000000","      0.000000","   2013.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Moluccas","Maluku Utara","","Doromesmesan","Central Halmahera. Weda Bay. Doromesmesan. Forest patches along main road.","Somewhat disturbed forest on slope among limestone outcrops.","","","      0.489750","N","    127.909944","E","DD","7","","","      0.000000","      0.000000","","     47.000000","      0.000000","","","","","Tree 4 m, calyx brown, fruit orange turning red.","Tree 4 m, calyx brown, fruit orange turning red.; Somewhat disturbed forest on slope among limestone outcrops.","","","Diospyros","ferrea","(Willd.) Bakh.","","","","","","","      0.000000","      0.000000"," 109435.000000","   8339.000000","      0.000000","      0.000000","   1970.000000","      0.000000","      0.000000","      0.000000","      0.000000","5452324.000000","      0.000000","      1.000000","17/08/2017","Wieri","","12/10/2017",""
"*","","L","Herbarium sheet","6000295.000000","4503364.000000","","L.3968672","","immature f","Merello, MC; Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loh","","3590","","Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loha, D","","","","","     14.000000","     12.000000","   2012.000000","","Magnoliopsidae","Sapindales","Sapindaceae","","","Harpullia","","Adema, FACB; Rachman, IA","      0.000000","      0.000000","   2014.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Moluccas","Maluku Utara","","Doromesmesan","Central Halmahera. Weda Bay. Doromesmesan. Forest patches along main road.","Somewhat disturbed forest on slope among limestone outcrops.","","","      0.489750","N","    127.909944","E","DD","7","","","      0.000000","      0.000000","","     47.000000","      0.000000","","","","","Tree 4 m, fruit orange-red, splitting to expose orange aril and black seed.","Tree 4 m, fruit orange-red, splitting to expose orange aril and black seed.; Somewhat disturbed forest on slope among limestone outcrops.","","","Harpullia","","","","","","","","","      0.000000","      0.000000"," 109435.000000","   8339.000000","      0.000000","      0.000000"," 233972.000000","      0.000000","      0.000000","      0.000000","      0.000000","5452325.000000","      0.000000","      1.000000","17/08/2017","Wieri","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3968672/format/large"
"*","","L","Herbarium sheet","6000298.000000","4503365.000000","","L.3968755","","","Merello, MC; Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loh","","3591","","Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loha, D","","","","","     14.000000","     12.000000","   2012.000000","","Magnoliopsidae","Arecales","Palmae","","acc","Calamus  L.","","","      0.000000","      0.000000","      0.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Moluccas","Maluku Utara","","Doromesmesan","Central Halmahera. Weda Bay. Doromesmesan.","Forest of an open, exposed, limestone substrate.","","","      0.488333","N","    127.835833","E","DMS","3","","","      0.000000","      0.000000","","     97.000000","    105.000000","","","","","Palm climbing with hooks; sheath around inflorescence tan, tinged red, pedicels and peduncles reddish, female flowers green with whitish stigma.","Palm climbing with hooks; sheath around inflorescence tan, tinged red, pedicels and peduncles reddish, female flowers green with whitish stigma.; Forest of an open, exposed, limestone substrate.","","","Calamus","","L.","","","","","","","      0.000000","      0.000000"," 109435.000000","   8339.000000","      0.000000","      0.000000","    882.000000","      0.000000","      0.000000","      0.000000","      0.000000","5452326.000000","      0.000000","      1.000000","17/08/2017","Wieri","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3968755/format/large"
"*","","L","Extra sheet","6000299.000000","4503365.000000","","L.3968756","","","Merello, MC; Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loh","","3591","","Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loha, D","","","","","     14.000000","     12.000000","   2012.000000","","Magnoliopsidae","Arecales","Palmae","","acc","Calamus  L.","","","      0.000000","      0.000000","      0.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Moluccas","Maluku Utara","","Doromesmesan","Central Halmahera. Weda Bay. Doromesmesan.","Forest of an open, exposed, limestone substrate.","","","      0.488333","N","    127.835833","E","DMS","3","","","      0.000000","      0.000000","","     97.000000","    105.000000","","","","","Palm climbing with hooks; sheath around inflorescence tan, tinged red, pedicels and peduncles reddish, female flowers green with whitish stigma.","Palm climbing with hooks; sheath around inflorescence tan, tinged red, pedicels and peduncles reddish, female flowers green with whitish stigma.; Forest of an open, exposed, limestone substrate.","","","Calamus","","L.","","","","","","","      0.000000","      0.000000"," 109435.000000","   8339.000000","      0.000000","      0.000000","    882.000000","      0.000000","      0.000000","      0.000000","      0.000000","5452326.000000","      0.000000","      2.000000","17/08/2017","Wieri","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3968756/format/large"
"*","","L","Herbarium sheet","6000302.000000","4503366.000000","","L.3968077","","","Merello, MC; Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loh","","3592","","Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loha, D","","","","","     14.000000","     12.000000","   2012.000000","","Magnoliopsidae","Laurales","Lauraceae","","","Cryptocarya crassinervia Miq.","","Arifiani, D","      0.000000","      0.000000","   2015.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Moluccas","Maluku Utara","","Doromesmesan","Central Halmahera. Weda Bay. Doromesmesan.","Forest of an open, exposed, limestone substrate.","","","      0.488333","N","    127.835833","E","DMS","3","","","      0.000000","      0.000000","","     97.000000","    105.000000","","","","","Tree, peduncle and pedicels covered in golden brown pubescence, petals yellow brown and pubescent, anthers brown.","Tree, peduncle and pedicels covered in golden brown pubescence, petals yellow brown and pubescent, anthers brown.; Forest of an open, exposed, limestone substrate.","","","Cryptocarya","crassinervia","Miq.","","","","","","","      0.000000","      0.000000"," 109435.000000","   8339.000000","      0.000000","      0.000000"," 153613.000000","      0.000000","      0.000000","      0.000000","      0.000000","5452327.000000","      0.000000","      1.000000","17/08/2017","Wieri","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3968077/format/large"
"*","","L","Extra sheet","6000303.000000","4503366.000000","","L.3968069","","","Merello, MC; Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loh","","3592","","Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loha, D","","","","","     14.000000","     12.000000","   2012.000000","","Magnoliopsidae","Laurales","Lauraceae","","","Cryptocarya crassinervia Miq.","","Arifiani, D","      0.000000","      0.000000","   2015.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Moluccas","Maluku Utara","","Doromesmesan","Central Halmahera. Weda Bay. Doromesmesan.","Forest of an open, exposed, limestone substrate.","","","      0.488333","N","    127.835833","E","DMS","3","","","      0.000000","      0.000000","","     97.000000","    105.000000","","","","","Tree, peduncle and pedicels covered in golden brown pubescence, petals yellow brown and pubescent, anthers brown.","Tree, peduncle and pedicels covered in golden brown pubescence, petals yellow brown and pubescent, anthers brown.; Forest of an open, exposed, limestone substrate.","","","Cryptocarya","crassinervia","Miq.","","","","","","","      0.000000","      0.000000"," 109435.000000","   8339.000000","      0.000000","      0.000000"," 153613.000000","      0.000000","      0.000000","      0.000000","      0.000000","5452327.000000","      0.000000","      2.000000","17/08/2017","Wieri","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3968069/format/large"
"*","","L","Herbarium sheet","6000306.000000","4503367.000000","","L.3967827","","","Merello, MC; Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loh","","3593","","Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loha, D","","","","","     14.000000","     12.000000","   2012.000000","","Magnoliopsidae","Vitales","Vitaceae","","acc","Leea indica (Burm.f.) Merr.","","Wardi","      0.000000","      0.000000","   2013.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Moluccas","Maluku Utara","","Doromesmesan","Central Halmahera. Weda Bay. Doromesmesan.","Forest of an open, exposed, limestone substrate.","","","      0.488333","N","    127.835833","E","DMS","3","","","      0.000000","      0.000000","","     97.000000","    105.000000","","","","","Tree, calyx green petals green-white, staminal column(?) white, fruits green.","Tree, calyx green petals green-white, staminal column(?) white, fruits green.; Forest of an open, exposed, limestone substrate.","","","Leea","indica","(Burm.f.) Merr.","","","","","","","      0.000000","      0.000000"," 109435.000000","   8339.000000","      0.000000","      0.000000","  77696.000000","      0.000000","      0.000000","      0.000000","      0.000000","5452328.000000","      0.000000","      1.000000","17/08/2017","Wieri","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3967827/format/large"
"*","","L","Extra sheet","6000307.000000","4503367.000000","","L.3967828","","","Merello, MC; Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loh","","3593","","Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loha, D","","","","","     14.000000","     12.000000","   2012.000000","","Magnoliopsidae","Vitales","Vitaceae","","acc","Leea indica (Burm.f.) Merr.","","Wardi","      0.000000","      0.000000","   2013.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Moluccas","Maluku Utara","","Doromesmesan","Central Halmahera. Weda Bay. Doromesmesan.","Forest of an open, exposed, limestone substrate.","","","      0.488333","N","    127.835833","E","DMS","3","","","      0.000000","      0.000000","","     97.000000","    105.000000","","","","","Tree, calyx green petals green-white, staminal column(?) white, fruits green.","Tree, calyx green petals green-white, staminal column(?) white, fruits green.; Forest of an open, exposed, limestone substrate.","","","Leea","indica","(Burm.f.) Merr.","","","","","","","      0.000000","      0.000000"," 109435.000000","   8339.000000","      0.000000","      0.000000","  77696.000000","      0.000000","      0.000000","      0.000000","      0.000000","5452328.000000","      0.000000","      2.000000","17/08/2017","Wieri","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3967828/format/large"
"*","","L","Herbarium sheet","6000310.000000","4503368.000000","","L.3968969","","flower","Merello, MC; Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loh","","3595","","Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loha, D","","","","","     14.000000","     12.000000","   2012.000000","","Magnoliopsidae","Malvales","Tiliaceae","","acc","Grewia  L.","","Balgooy, MMJ van; Rachman, IA","      0.000000","      0.000000","   2014.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Moluccas","Maluku Utara","","Doromesmesan","Central Halmahera. Weda Bay. Doromesmesan.","Forest of an open, exposed, limestone substrate.","","","      0.488333","N","    127.835833","E","DMS","3","","","      0.000000","      0.000000","","     97.000000","    105.000000","","","","","Tree, sepals green outside, white inside, open and recurved, petals yellow-green, anthers yellow, stigma and stype green, ovary whitish-green.","Tree, sepals green outside, white inside, open and recurved, petals yellow-green, anthers yellow, stigma and stype green, ovary whitish-green.; Forest of an open, exposed, limestone substrate.","","","Grewia","","L.","","","","","","","      0.000000","      0.000000"," 109435.000000","   8339.000000","      0.000000","      0.000000","   2622.000000","      0.000000","      0.000000","      0.000000","      0.000000","5452329.000000","      0.000000","      1.000000","17/08/2017","Wieri","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3968969/format/large"
"*","","L","Herbarium sheet","6000313.000000","4503369.000000","","","","immature f","Merello, MC; Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loh","","3596","","Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loha, D","","","","","     14.000000","     12.000000","   2012.000000","","Magnoliopsidae","Poales","Flagellariaceae","","acc","Flagellaria indica L.","","Rachman, IA; Arias Guerrero, S","      0.000000","      0.000000","   2013.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Moluccas","Maluku Utara","","Doromesmesan","Central Halmahera. Weda Bay. Doromesmesan.","Forest of an open, exposed, limestone substrate.","","","      0.488333","N","    127.835833","E","DMS","3","","","      0.000000","      0.000000","","     97.000000","    105.000000","","","","","Vine climbing in trees, fruit green.","Vine climbing in trees, fruit green.; Forest of an open, exposed, limestone substrate.","","","Flagellaria","indica","L.","","","","","","","      0.000000","      0.000000"," 109435.000000","   8339.000000","      0.000000","      0.000000","  41653.000000","      0.000000","      0.000000","      0.000000","      0.000000","5452330.000000","      0.000000","      1.000000","17/08/2017","Wieri","","12/10/2017",""
"*","","L","Herbarium sheet","6000316.000000","4503370.000000","","L.3967696","","","Merello, MC; Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loh","","3597","","Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loha, D","","","","","     14.000000","     12.000000","   2012.000000","","Magnoliopsidae","Magnoliales","Annonaceae","","acc","Polyalthia  Blume","","Kessler, PJA","      0.000000","      0.000000","   2014.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Moluccas","Maluku Utara","","Doromesmesan","Central Halmahera. Weda Bay. Doromesmesan.","Forest of an open, exposed, limestone substrate.","","","      0.488333","N","    127.835833","E","DMS","3","","","      0.000000","      0.000000","","     97.000000","    105.000000","","","","","Tree 5 m; petals cream coloured with maroon center, clump of stamens also cream coloured, fruits yellow-orange.","Tree 5 m; petals cream coloured with maroon center, clump of stamens also cream coloured, fruits yellow-orange.; Forest of an open, exposed, limestone substrate.","","","Polyalthia","","Blume","","","","","","","      0.000000","      0.000000"," 109435.000000","   8339.000000","      0.000000","      0.000000","  12342.000000","      0.000000","      0.000000","      0.000000","      0.000000","5452331.000000","      0.000000","      1.000000","17/08/2017","Wieri","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3967696/format/large"
"*","","L","Herbarium sheet","6000319.000000","4503371.000000","","L.3967950","","","Merello, MC; Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loh","","3598","","Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loha, D","","","","","     14.000000","     12.000000","   2012.000000","","Magnoliopsidae","Malpighiales","Euphorbiaceae","","acc","Pimelodendron amboinicum Hassk.","","Rachman, IA; Welzen, PC van","      0.000000","      0.000000","   2014.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Moluccas","Maluku Utara","","Doromesmesan","Central Halmahera. Weda Bay. Doromesmesan.","Forest of an open, exposed, limestone substrate.","","","      0.488333","N","    127.835833","E","DMS","3","","","      0.000000","      0.000000","","     97.000000","    105.000000","","","","","Tree, petiole thickenings at base and apex, sap white, fruit red, one seeded.","Tree, petiole thickenings at base and apex, sap white, fruit red, one seeded.; Forest of an open, exposed, limestone substrate.","","","Pimelodendron","amboinicum","Hassk.","","","","","","","      0.000000","      0.000000"," 109435.000000","   8339.000000","      0.000000","      0.000000","  85371.000000","      0.000000","      0.000000","      0.000000","      0.000000","5452332.000000","      0.000000","      1.000000","17/08/2017","Wieri","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3967950/format/large"
"*","","L","Herbarium sheet","6000322.000000","4503372.000000","","L.3968673","","","Merello, MC; Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loh","","3599","","Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loha, D","","","","","     14.000000","     12.000000","   2012.000000","","Magnoliopsidae","Sapindales","Sapindaceae","","acc","Sarcopteryx squamosa (Roxb.) Radlk.","","Adema, FACB","      0.000000","      0.000000","   2014.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Moluccas","Maluku Utara","","Doromesmesan","Central Halmahera. Weda Bay. Doromesmesan.","Forest of an open, exposed, limestone substrate.","","","      0.488333","N","    127.835833","E","DMS","3","","","      0.000000","      0.000000","","     97.000000","    105.000000","","","","","Tree 7 m; fruit pale green.","Tree 7 m; fruit pale green.; Forest of an open, exposed, limestone substrate.","","","Sarcopteryx","squamosa","(Roxb.) Radlk.","","","","","","","      0.000000","      0.000000"," 109435.000000","   8339.000000","      0.000000","      0.000000"," 227309.000000","      0.000000","      0.000000","      0.000000","      0.000000","5452333.000000","      0.000000","      1.000000","17/08/2017","Wieri","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3968673/format/large"
"*","","L","Herbarium sheet","6000325.000000","4503373.000000","","L.3968288","","immature f","Merello, MC; Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loh","","3600","","Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loha, D","","","","","     14.000000","     12.000000","   2012.000000","","Magnoliopsidae","Sapindales","Rutaceae","","","Lunasia amara Blanco","","Balgooy, MMJ van; Rachman, IA","      0.000000","      0.000000","   2014.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Moluccas","Maluku Utara","","Doromesmesan","Central Halmahera. Weda Bay. Doromesmesan.","Forest of an open, exposed, limestone substrate.","","","      0.488333","N","    127.835833","E","DMS","3","","","      0.000000","      0.000000","","     97.000000","    105.000000","","","","","Tree, fruit green covered with brown scales and white stellate pubescence.","Tree, fruit green covered with brown scales and white stellate pubescence.; Forest of an open, exposed, limestone substrate.","","","Lunasia","amara","Blanco","","","","","","","      0.000000","      0.000000"," 109435.000000","   8339.000000","      0.000000","      0.000000","  21141.000000","      0.000000","      0.000000","      0.000000","      0.000000","5452334.000000","      0.000000","      1.000000","17/08/2017","Wieri","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3968288/format/large"
"*","","L","Herbarium sheet","6000328.000000","4503374.000000","","L.3968720","","","Merello, MC; Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loh","","3601","","Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loha, D","","","","","     14.000000","     12.000000","   2012.000000","","Magnoliopsidae","Solanales","Convolvulaceae","","","Erycibe malaccensis C.B.Clarke","","Rachman, IA","      0.000000","      0.000000","   2013.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Moluccas","Maluku Utara","","Doromesmesan","Central Halmahera. Weda Bay. Doromesmesan.","Forest of an open, exposed, limestone substrate.","","","      0.488333","N","    127.835833","E","DMS","3","","","      0.000000","      0.000000","","     97.000000","    105.000000","","","","","Tree, young branches iand infructescence covered in brown pubescence, leaf glaucous beneath, calyx brown, fruit green turning yellow at apex.","Tree, young branches iand infructescence covered in brown pubescence, leaf glaucous beneath, calyx brown, fruit green turning yellow at apex.; Forest of an open, exposed, limestone substrate.","","","Erycibe","malaccensis","C.B.Clarke","","","","","","","      0.000000","      0.000000"," 109435.000000","   8339.000000","      0.000000","      0.000000","  68101.000000","      0.000000","      0.000000","      0.000000","      0.000000","5452335.000000","      0.000000","      1.000000","17/08/2017","Wieri","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3968720/format/large"
"*","","L","Herbarium sheet","6000331.000000","4503375.000000","","L.3967954","","","Merello, MC; Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loh","","3602","","Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loha, D","","","","","     14.000000","     12.000000","   2012.000000","","Magnoliopsidae","Malpighiales","Euphorbiaceae","","acc","Mallotus peltatus (Geiseler) Müll.Arg.","","Rachman, IA; Welzen, PC van","      0.000000","      0.000000","   2014.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Moluccas","Maluku Utara","","Doromesmesan","Central Halmahera. Weda Bay. Doromesmesan.","Forest of an open, exposed, limestone substrate.","","","      0.488333","N","    127.835833","E","DMS","3","","","      0.000000","      0.000000","","     97.000000","    105.000000","","","","","Shrub, leaf undersides with soft pubescence, fruit green, stigma brown, style green.","Shrub, leaf undersides with soft pubescence, fruit green, stigma brown, style green.; Forest of an open, exposed, limestone substrate.","","","Mallotus","peltatus","(Geiseler) Müll.Arg.","","","","","","","      0.000000","      0.000000"," 109435.000000","   8339.000000","      0.000000","      0.000000"," 120276.000000","      0.000000","      0.000000","      0.000000","      0.000000","5452336.000000","      0.000000","      1.000000","17/08/2017","Wieri","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3967954/format/large"
"*","","L","Herbarium sheet","6000334.000000","4503376.000000","","L.3968083","","","Merello, MC; Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loh","","3603","","Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loha, D","","","","","     14.000000","     12.000000","   2012.000000","","Magnoliopsidae","Laurales","Lauraceae","","","Endiandra","","Balgooy, MMJ van; Arifiani, D","      0.000000","      0.000000","   2014.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Moluccas","Maluku Utara","","Doromesmesan","Central Halmahera. Weda Bay. Doromesmesan.","Forest of an open, exposed, limestone substrate.","","","      0.488333","N","    127.835833","E","DMS","3","","","      0.000000","      0.000000","","     97.000000","    105.000000","","","","","Tree 6 m; fruits shiny-green.","Tree 6 m; fruits shiny-green.; Forest of an open, exposed, limestone substrate.","","","Endiandra","","","","","","","","","      0.000000","      0.000000"," 109435.000000","   8339.000000","      0.000000","      0.000000"," 114556.000000","      0.000000","      0.000000","      0.000000","      0.000000","5452337.000000","      0.000000","      1.000000","17/08/2017","Wieri","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3968083/format/large"
